ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.42592,8.37013,4.61901,-0.04501,-0.00133,-0.0253,598266,2016-04-04 00:08:57:411
2.38762,8.3408,4.57293,-0.04501,-0.00133,-0.0253,598366,2016-04-04 00:08:57:511
2.40677,8.36953,4.56455,0.00932,-0.0016,-0.03116,598465,2016-04-04 00:08:57:610
2.37625,8.43118,4.63338,-0.00373,-0.00613,-0.01731,598565,2016-04-04 00:08:57:710
2.37625,8.43118,4.63338,-0.01917,-0.00586,-0.02077,598666,2016-04-04 00:08:57:811
2.44149,8.3845,4.66989,-0.01385,-0.00506,-0.02131,598766,2016-04-04 00:08:57:911
2.36427,8.38569,4.50709,-0.02823,-0.00399,-0.01651,598866,2016-04-04 00:08:58:011
2.43251,8.38868,4.62201,-0.02823,-0.00399,-0.01651,598965,2016-04-04 00:08:58:110
2.41336,8.43358,4.68426,0.00719,-0.0032,-0.02264,599066,2016-04-04 00:08:58:211
2.41276,8.39527,4.67109,0.00586,-0.00613,-0.02796,599165,2016-04-04 00:08:58:310
2.41276,8.39527,4.67109,0.0261,-0.00453,-0.02637,599265,2016-04-04 00:08:58:410
2.40378,8.41682,4.56933,-2.7E-4,-0.0024,-0.02716,599366,2016-04-04 00:08:58:511
2.43909,8.41263,4.60884,0.00639,-0.00453,-0.0229,599465,2016-04-04 00:08:58:610
2.43311,8.47488,4.53582,0.00639,-0.00453,-0.0229,599566,2016-04-04 00:08:58:711
2.39959,8.44375,4.61004,-0.01092,-0.00107,-0.02796,599665,2016-04-04 00:08:58:810
2.45585,8.41023,4.57173,5.3E-4,0.0032,-0.02477,599765,2016-04-04 00:08:58:910
2.45585,8.41023,4.57173,0.00373,5.3E-4,-0.0253,599865,2016-04-04 00:08:59:010
2.43311,8.47547,4.52863,-0.01891,-0.00133,-0.01997,599965,2016-04-04 00:08:59:110
2.41695,8.44315,4.56694,-0.00985,-0.00905,-0.01571,600066,2016-04-04 00:08:59:211
2.39121,8.45512,4.69024,-0.00985,-0.00905,-0.01571,600165,2016-04-04 00:08:59:310
2.60729,8.40485,4.39755,0.08282,-0.02743,0.02903,600266,2016-04-04 00:08:59:411
2.31819,8.49762,4.63098,-0.06818,0.00453,-0.05433,600365,2016-04-04 00:08:59:510
2.31819,8.49762,4.63098,-0.03036,-0.01358,-0.00107,600465,2016-04-04 00:08:59:610
2.56359,8.47188,4.62859,-0.02184,-0.01625,-0.0032,600565,2016-04-04 00:08:59:710
2.47441,8.40485,4.60405,-0.02796,-0.00186,-0.03835,600665,2016-04-04 00:08:59:810
2.48219,8.48086,4.73394,-0.02796,-0.00186,-0.03835,600765,2016-04-04 00:08:59:910
2.5181,8.37312,4.66809,-0.02796,-0.00506,-0.0221,600865,2016-04-04 00:09:00:010
2.50194,8.36295,4.66031,0.00266,-0.00426,-0.02583,600965,2016-04-04 00:09:00:110
2.50194,8.36295,4.66031,-0.00399,-0.0024,-0.01944,601065,2016-04-04 00:09:00:210
2.53366,8.43178,4.60465,-8.0E-4,-0.00453,-0.02956,601166,2016-04-04 00:09:00:311
2.48817,8.43597,4.57831,-0.01172,-0.00692,-0.02024,601265,2016-04-04 00:09:00:410
2.51271,8.37671,4.59627,-0.01172,-0.00692,-0.02024,601365,2016-04-04 00:09:00:510
2.44807,8.4246,4.69683,0.0261,0.00506,-0.04607,601465,2016-04-04 00:09:00:610
2.46842,8.41682,4.62081,-0.01678,-0.00346,-0.01598,601566,2016-04-04 00:09:00:711
2.46842,8.41682,4.62081,0.01092,0.00107,-0.03329,601666,2016-04-04 00:09:00:811
2.45346,8.41921,4.52504,-0.01065,-0.00293,-0.01731,601765,2016-04-04 00:09:00:910
2.44089,8.4234,4.5837,0.01172,-0.00426,-0.0269,601865,2016-04-04 00:09:01:010
2.45286,8.45572,4.55138,0.01172,-0.00426,-0.0269,601966,2016-04-04 00:09:01:111
2.44628,8.44016,4.55377,-0.00692,-0.00266,-0.0277,602066,2016-04-04 00:09:01:211
2.47082,8.44255,4.53761,-0.00373,-0.00399,-0.0221,602165,2016-04-04 00:09:01:310
2.47082,8.44255,4.53761,-0.01491,-0.00426,-0.02423,602265,2016-04-04 00:09:01:410
2.42592,8.40365,4.5017,-0.0016,-0.0032,-0.02503,602365,2016-04-04 00:09:01:510
2.49775,8.45871,4.65193,-0.02477,-0.00426,-0.02663,602465,2016-04-04 00:09:01:610
2.47082,8.41323,4.59926,-0.02477,-0.00426,-0.02663,602566,2016-04-04 00:09:01:711
2.46543,8.40544,4.59687,-0.02237,-0.00293,-0.0221,602666,2016-04-04 00:09:01:811
2.48219,8.41861,4.58609,-0.01545,-0.00533,-0.02051,602766,2016-04-04 00:09:01:911
2.48219,8.41861,4.58609,5.3E-4,-0.00213,-0.02637,602865,2016-04-04 00:09:02:010
2.46603,8.44854,4.55078,-0.04101,-0.00959,-0.01252,602965,2016-04-04 00:09:02:110
2.44149,8.39647,4.67348,0.00586,-5.3E-4,-0.03302,603066,2016-04-04 00:09:02:211
2.3948,8.40544,4.57053,0.00586,-5.3E-4,-0.03302,603166,2016-04-04 00:09:02:311
2.57796,8.37133,4.79918,-0.01518,-0.00506,-0.01332,603265,2016-04-04 00:09:02:410
2.43909,8.38809,4.67588,-0.0269,-0.00746,-0.02184,603366,2016-04-04 00:09:02:511
2.43909,8.38809,4.67588,-0.01944,-0.00479,-0.0237,603465,2016-04-04 00:09:02:610
2.45645,8.3827,4.63338,-0.01438,-0.00506,-0.02131,603565,2016-04-04 00:09:02:710
2.46782,8.3803,4.65074,0.01864,0.00213,-0.0261,603665,2016-04-04 00:09:02:810
2.41096,8.40006,4.65134,0.01864,0.00213,-0.0261,603765,2016-04-04 00:09:02:910
2.42772,8.43238,4.62679,0.00826,-0.0016,-0.02423,603865,2016-04-04 00:09:03:010
2.46483,8.41263,4.56275,0.01518,-0.00293,-0.03276,603966,2016-04-04 00:09:03:111
2.46483,8.41263,4.56275,0.00639,-0.00293,-0.02716,604066,2016-04-04 00:09:03:211
2.43011,8.41981,4.56933,0.00479,-0.00346,-0.02477,604166,2016-04-04 00:09:03:311
2.42473,8.42699,4.52863,-0.00373,-0.00266,-0.02397,604266,2016-04-04 00:09:03:411
2.48279,8.45453,4.51367,-0.00373,-0.00266,-0.02397,604366,2016-04-04 00:09:03:511
2.48937,8.41921,4.51367,-0.00639,0.00186,-0.02583,604465,2016-04-04 00:09:03:610
2.4379,8.41083,4.55317,-0.00559,0.00453,-0.03649,604566,2016-04-04 00:09:03:711
2.4379,8.41083,4.55317,0.00453,-0.00186,-0.02876,604665,2016-04-04 00:09:03:810
2.26312,8.61853,4.48494,-0.02157,-0.01411,-0.00479,604766,2016-04-04 00:09:03:911
2.46124,8.46051,4.5412,0.01864,-0.00426,-0.03755,604865,2016-04-04 00:09:04:010
2.33195,8.47488,4.51127,0.01864,-0.00426,-0.03755,604966,2016-04-04 00:09:04:111
2.37565,8.48565,4.61662,-0.06312,-0.00719,-0.00639,605066,2016-04-04 00:09:04:211
2.5187,8.41741,4.58131,-0.02237,-0.00479,-0.01625,605166,2016-04-04 00:09:04:311
2.44328,8.40963,4.59028,-0.02104,2.7E-4,-0.03356,605266,2016-04-04 00:09:04:411
2.44328,8.40963,4.59028,-0.02503,-0.01145,-0.00107,605366,2016-04-04 00:09:04:511
2.51451,8.39347,4.61423,-0.01332,5.3E-4,-0.02743,605466,2016-04-04 00:09:04:611
2.48578,8.39826,4.67767,-0.01332,5.3E-4,-0.02743,605565,2016-04-04 00:09:04:710
2.50194,8.40963,4.58968,-0.0032,-0.00426,-0.0277,605665,2016-04-04 00:09:04:810
2.49296,8.40185,4.62201,-0.02131,-0.00746,-0.01864,605766,2016-04-04 00:09:04:911
2.49296,8.40185,4.62201,-0.00959,-2.7E-4,-0.02051,605865,2016-04-04 00:09:05:010
2.48039,8.36893,4.64475,-0.01625,-0.0024,-0.02131,605966,2016-04-04 00:09:05:111
2.48997,8.35936,4.52923,-0.01518,-0.00479,-0.02557,606066,2016-04-04 00:09:05:211
2.45525,8.36953,4.61243,-0.01518,-0.00479,-0.02557,606165,2016-04-04 00:09:05:310
2.49356,8.36355,4.67228,-0.01252,-0.00506,-0.02051,606265,2016-04-04 00:09:05:410
2.45944,8.37492,4.64056,-0.00346,-0.00186,-0.02477,606365,2016-04-04 00:09:05:510
2.49117,8.37971,4.59866,0.01465,-0.00799,-0.03009,606465,2016-04-04 00:09:05:610
2.49117,8.37971,4.59866,0.00559,-0.00133,-0.0253,606565,2016-04-04 00:09:05:710
2.48518,8.40604,4.64415,0.00719,-0.00613,-0.02583,606665,2016-04-04 00:09:05:810
2.49356,8.41502,4.60824,-8.0E-4,-0.00639,-0.02104,606765,2016-04-04 00:09:05:910
2.478,8.36953,4.53761,-8.0E-4,-0.00639,-0.02104,606865,2016-04-04 00:09:06:010
2.48758,8.4228,4.69563,0.01971,-0.00453,-0.0269,606965,2016-04-04 00:09:06:110
2.48817,8.4222,4.61303,-5.3E-4,-8.0E-4,-0.02983,607065,2016-04-04 00:09:06:210
2.48817,8.4222,4.61303,-0.0032,-0.00586,-0.02583,607165,2016-04-04 00:09:06:310
2.49356,8.40066,4.56754,-0.00133,-0.00346,-0.0237,607265,2016-04-04 00:09:06:410
2.46184,8.4216,4.52205,-0.00133,-0.00346,-0.0237,607366,2016-04-04 00:09:06:511
2.50074,8.4228,4.53701,-0.00826,-0.00399,-0.02264,607466,2016-04-04 00:09:06:611
2.46902,8.42759,4.60824,-0.0253,2.7E-4,-0.02423,607565,2016-04-04 00:09:06:710
2.49835,8.38928,4.60106,-0.0237,-0.00426,-0.01944,607665,2016-04-04 00:09:06:810
2.49835,8.38928,4.60106,-0.0237,-0.00426,-0.01944,607766,2016-04-04 00:09:06:911
2.48339,8.38629,4.54898,-0.02477,0.0024,-0.02423,607865,2016-04-04 00:09:07:010
2.47381,8.37252,4.56754,-0.0269,0.0024,-0.03196,607966,2016-04-04 00:09:07:111
2.4355,8.39706,4.67049,-0.00613,0.00746,-0.04075,608065,2016-04-04 00:09:07:210
2.51212,8.36055,4.74172,-0.01598,-0.00905,-0.01252,608165,2016-04-04 00:09:07:310
2.46064,8.38689,4.63039,-0.00107,-0.00666,-0.02024,608265,2016-04-04 00:09:07:410
2.46064,8.38689,4.63039,-0.00107,-0.00666,-0.02024,608365,2016-04-04 00:09:07:510
2.46722,8.38749,4.64834,-0.01065,8.0E-4,-0.03462,608465,2016-04-04 00:09:07:610
2.45765,8.342,4.71897,-0.01704,-0.00266,-0.01944,608566,2016-04-04 00:09:07:711
2.46962,8.3833,4.69383,-0.00959,-0.00346,-0.02796,608665,2016-04-04 00:09:07:810
2.51271,8.36953,4.67947,0.01864,-0.00133,-0.02423,608766,2016-04-04 00:09:07:911
2.42174,8.37731,4.65014,0.0016,0.00559,-0.03089,608866,2016-04-04 00:09:08:011
2.42174,8.37731,4.65014,0.0016,0.00559,-0.03089,608965,2016-04-04 00:09:08:110
2.55102,8.37671,4.66331,-0.00186,-0.00266,-0.02397,609065,2016-04-04 00:09:08:210
2.43969,8.41682,4.61961,0.00959,-0.00399,-0.0237,609165,2016-04-04 00:09:08:310
2.44029,8.41203,4.60345,0.01172,-0.01491,-0.02956,609265,2016-04-04 00:09:08:410
2.44867,8.40066,4.59866,0.01119,5.3E-4,-0.0229,609365,2016-04-04 00:09:08:510
2.41814,8.41143,4.5837,0.00213,-0.00346,-0.0277,609465,2016-04-04 00:09:08:610
2.41814,8.41143,4.5837,0.00213,-0.00346,-0.0277,609565,2016-04-04 00:09:08:710
2.44328,8.41981,4.56574,-0.00692,-0.00905,-0.0245,609665,2016-04-04 00:09:08:810
2.47501,8.43417,4.59687,0.00133,-0.00959,-0.02397,609766,2016-04-04 00:09:08:911
2.44209,8.45273,4.56514,-0.01571,-0.0024,-0.03089,609865,2016-04-04 00:09:09:010
2.46363,8.39587,4.60345,-0.02024,-0.00719,-0.01332,609965,2016-04-04 00:09:09:110
2.43131,8.40185,4.63517,-0.02237,-0.00799,-0.02184,610065,2016-04-04 00:09:09:210
2.43131,8.40185,4.63517,-0.02237,-0.00799,-0.02184,610165,2016-04-04 00:09:09:310
2.36547,8.4222,4.64535,-0.01598,-0.00213,-0.02344,610265,2016-04-04 00:09:09:410
2.47201,8.41442,4.65553,-0.01838,8.0E-4,-0.02423,610365,2016-04-04 00:09:09:510
2.47201,8.40305,4.64894,-0.01438,0.00399,-0.02237,610465,2016-04-04 00:09:09:610
2.45106,8.37312,4.69802,-0.01358,-0.00266,-0.02397,610565,2016-04-04 00:09:09:710
2.48698,8.36893,4.65972,0.01651,-0.0016,-0.0237,610665,2016-04-04 00:09:09:810
2.48698,8.36893,4.65972,0.01651,-0.0016,-0.0237,610766,2016-04-04 00:09:09:911
2.44089,8.37851,4.68426,-0.01385,0.00932,-0.03143,610865,2016-04-04 00:09:10:010
2.42772,8.39527,4.67109,-0.01465,2.7E-4,-0.02264,610965,2016-04-04 00:09:10:110
2.40737,8.39347,4.68246,-0.01225,0.00133,-0.03382,611065,2016-04-04 00:09:10:210
2.42592,8.36714,4.6657,-2.7E-4,-0.00453,-0.02423,611165,2016-04-04 00:09:10:310
2.41755,8.38928,4.65553,-2.7E-4,-0.00453,-0.02423,611265,2016-04-04 00:09:10:410
2.41755,8.38928,4.65553,0.01092,-8.0E-4,-0.02876,611366,2016-04-04 00:09:10:511
2.45645,8.39407,4.65972,0.00479,-0.00453,-0.0261,611466,2016-04-04 00:09:10:611
2.45645,8.40245,4.7088,0.02903,-2.7E-4,-0.02637,611565,2016-04-04 00:09:10:710
2.46782,8.39407,4.77045,0.02903,-2.7E-4,-0.02637,611666,2016-04-04 00:09:10:811
2.41276,8.4228,4.5825,-0.00479,-0.00266,-0.02237,611765,2016-04-04 00:09:10:910
2.42652,8.40904,4.63039,-0.00399,-0.00266,-0.0221,611865,2016-04-04 00:09:11:010
2.42652,8.40904,4.63039,0.01385,-0.0032,-0.02557,611965,2016-04-04 00:09:11:110
2.39719,8.45692,4.58669,-0.00559,-0.00639,-0.01838,612066,2016-04-04 00:09:11:211
2.46962,8.37432,4.64116,0.02104,0.00453,-0.02637,612166,2016-04-04 00:09:11:311
2.42293,8.41682,4.5406,0.02104,0.00453,-0.02637,612266,2016-04-04 00:09:11:411
2.42652,8.45692,4.59866,-0.0229,-0.00186,-0.01784,612365,2016-04-04 00:09:11:510
2.41216,8.42699,4.64236,-0.02131,-0.00373,-0.0253,612466,2016-04-04 00:09:11:611
2.37804,8.39168,4.50349,-0.02477,-0.00373,-0.0261,612566,2016-04-04 00:09:11:711
2.37804,8.39168,4.50349,-0.03249,-0.00293,-0.02716,612665,2016-04-04 00:09:11:810
2.41814,8.40724,4.65253,-0.03622,-0.00879,-0.01891,612765,2016-04-04 00:09:11:910
2.44328,8.37312,4.70521,-0.01971,-0.00666,-0.01784,612865,2016-04-04 00:09:12:010
2.46304,8.35457,4.72077,-0.01971,-0.00666,-0.01784,612967,2016-04-04 00:09:12:112
2.45525,8.33601,4.67707,-0.0032,-0.00852,-0.01678,613065,2016-04-04 00:09:12:210
2.45525,8.33601,4.67707,-0.01145,5.3E-4,-0.03196,613165,2016-04-04 00:09:12:310
2.42652,8.32464,4.70102,-0.00932,-0.00426,-0.01891,613265,2016-04-04 00:09:12:410
2.48518,8.35576,4.70521,-0.01411,-0.00346,-0.0269,613366,2016-04-04 00:09:12:511
2.47201,8.31806,4.75129,-0.01411,-0.00346,-0.0269,613465,2016-04-04 00:09:12:610
2.42114,8.3396,4.59028,-0.01971,-0.00186,-0.02743,613565,2016-04-04 00:09:12:710
2.42533,8.34319,4.72137,0.0,-0.00905,-0.02104,613665,2016-04-04 00:09:12:810
2.45466,8.35157,4.65792,0.01651,0.00133,-0.0237,613771,2016-04-04 00:09:12:916
2.45466,8.35157,4.65792,0.00186,-0.00719,-0.02503,613865,2016-04-04 00:09:13:010
2.45944,8.39467,4.6645,0.01917,-5.3E-4,-0.03249,613965,2016-04-04 00:09:13:110
2.4379,8.39766,4.65732,0.01039,-0.00666,-0.02264,614065,2016-04-04 00:09:13:210
2.48279,8.37312,4.58849,0.01039,-0.00666,-0.02264,614165,2016-04-04 00:09:13:310
2.42892,8.39826,4.61303,0.0032,0.00186,-0.02983,614265,2016-04-04 00:09:13:410
2.4361,8.42879,4.6232,-0.0032,-0.01491,-0.02716,614365,2016-04-04 00:09:13:510
2.4361,8.42879,4.6232,0.0,-0.00692,-0.02131,614465,2016-04-04 00:09:13:610
2.46124,8.39347,4.60285,-0.01252,8.0E-4,-0.03249,614565,2016-04-04 00:09:13:710
2.3942,8.41263,4.65134,-0.02423,-0.00133,-0.01971,614665,2016-04-04 00:09:13:810
2.40198,8.37612,4.64954,-0.02423,-0.00133,-0.01971,614765,2016-04-04 00:09:13:910
2.5181,8.37612,4.69144,-0.01545,-0.0032,-0.01864,614865,2016-04-04 00:09:14:010
2.5181,8.37612,4.69144,-0.01971,-0.00346,-0.02557,614965,2016-04-04 00:09:14:110
2.47022,8.41263,4.69323,-0.01917,-0.00186,-0.0269,615065,2016-04-04 00:09:14:210
2.45346,8.36833,4.69323,-0.02876,-0.00746,-0.01971,615165,2016-04-04 00:09:14:310
2.48159,8.33721,4.71777,-0.01678,-0.00826,-0.03169,615265,2016-04-04 00:09:14:410
2.42533,8.32224,4.65014,-0.01678,-0.00826,-0.03169,615367,2016-04-04 00:09:14:512
2.48937,8.33302,4.70461,-8.0E-4,-0.00692,-0.02157,615466,2016-04-04 00:09:14:611
2.48937,8.33302,4.70461,-0.0285,-8.0E-4,-0.02344,615566,2016-04-04 00:09:14:711
2.44807,8.34978,4.70999,-0.0261,0.00133,-0.02423,615665,2016-04-04 00:09:14:810
2.5199,8.38569,4.76267,0.00852,-0.00133,-0.0229,615766,2016-04-04 00:09:14:911
2.46902,8.39108,4.82252,0.0506,-0.00639,-0.04155,615866,2016-04-04 00:09:15:011
2.41276,8.34559,4.6256,0.0506,-0.00639,-0.04155,615966,2016-04-04 00:09:15:111
2.82695,8.41741,4.7471,-0.42291,-0.58376,0.05619,616065,2016-04-04 00:09:15:210
2.74495,8.27975,4.42927,0.15633,0.0285,0.10706,616165,2016-04-04 00:09:15:310
2.74495,8.27975,4.42927,0.01385,-0.01545,0.00959,616265,2016-04-04 00:09:15:410
2.57616,8.2983,4.63936,0.0,0.03276,0.00613,616365,2016-04-04 00:09:15:510
2.62704,8.3001,4.6651,0.0269,-0.01411,0.00639,616465,2016-04-04 00:09:15:610
2.52588,8.39048,4.69383,0.0269,-0.01411,0.00639,616565,2016-04-04 00:09:15:710
2.70605,8.28693,4.67827,-0.03622,-0.00586,-0.00479,616666,2016-04-04 00:09:15:811
2.68809,8.30968,4.67767,-0.01065,-0.00666,-0.01571,616765,2016-04-04 00:09:15:910
2.68809,8.30968,4.67767,-0.01571,-0.00639,-0.01784,616865,2016-04-04 00:09:16:010
2.66954,8.30908,4.70102,-0.04501,-0.01704,0.00506,616966,2016-04-04 00:09:16:111
2.69408,8.27735,4.78661,-0.02157,-0.01358,-0.00879,617066,2016-04-04 00:09:16:211
2.78685,8.23426,4.74291,-0.02157,-0.01358,-0.00879,617166,2016-04-04 00:09:16:311
2.79164,8.21271,4.7477,-0.02104,-0.01758,-0.00346,617265,2016-04-04 00:09:16:410
2.78027,8.23605,4.76805,-0.02344,-0.00266,-0.01944,617365,2016-04-04 00:09:16:510
2.78027,8.23605,4.76805,-0.00932,0.00772,-0.01731,617465,2016-04-04 00:09:16:610
2.78146,8.20194,4.74112,-0.00985,-0.00746,-0.02983,617565,2016-04-04 00:09:16:710
2.76111,8.18278,4.74291,-0.0024,0.03036,-0.07697,617665,2016-04-04 00:09:16:810
2.64619,8.34798,4.88178,-0.0024,0.03036,-0.07697,617765,2016-04-04 00:09:16:910
2.62883,8.14867,4.83449,0.00932,0.01332,-0.05726,617865,2016-04-04 00:09:17:010
2.62405,8.19116,4.72137,-0.02397,-0.00346,-0.02237,617965,2016-04-04 00:09:17:110
2.62405,8.19116,4.72137,0.04021,0.01731,-0.06125,618066,2016-04-04 00:09:17:211
2.49416,8.44615,4.53043,-0.05246,-0.02397,0.00533,618166,2016-04-04 00:09:17:311
2.66954,8.20313,4.80397,0.0277,-0.00186,-0.03622,618265,2016-04-04 00:09:17:410
2.64021,8.33182,4.71418,0.0277,-0.00186,-0.03622,618366,2016-04-04 00:09:17:511
2.62704,8.35876,4.63158,0.03675,0.01864,-0.04261,618465,2016-04-04 00:09:17:610
2.58813,8.32584,4.72675,-2.7E-4,0.00266,-0.0245,618565,2016-04-04 00:09:17:710
2.58813,8.32584,4.72675,-2.7E-4,0.00479,-0.03462,618666,2016-04-04 00:09:17:811
2.48997,8.4234,4.54898,-0.03196,-0.00107,-0.01225,618766,2016-04-04 00:09:17:911
2.66774,8.32464,4.63817,0.01278,0.0016,-0.03995,618866,2016-04-04 00:09:18:011
2.52828,8.32584,4.65313,0.01278,0.0016,-0.03995,618965,2016-04-04 00:09:18:110
2.66954,8.30369,4.66031,-0.00692,-5.3E-4,-0.01198,619065,2016-04-04 00:09:18:210
2.56479,8.37073,4.61901,0.01012,0.00426,-0.03489,619165,2016-04-04 00:09:18:310
2.56479,8.37073,4.61901,-0.02876,-0.01145,-0.01198,619265,2016-04-04 00:09:18:410
2.63003,8.29471,4.62679,-0.03356,-0.00533,-0.01944,619365,2016-04-04 00:09:18:510
2.58514,8.33541,4.71418,-0.02157,-0.00213,-0.02051,619466,2016-04-04 00:09:18:611
2.6438,8.28394,4.73154,-0.02157,-0.00213,-0.02051,619566,2016-04-04 00:09:18:711
2.6031,8.29112,4.64056,-0.01678,5.3E-4,-0.02397,619665,2016-04-04 00:09:18:810
2.67911,8.26059,4.73513,-0.00426,-0.00213,-0.02317,619765,2016-04-04 00:09:18:910
2.67911,8.26059,4.73513,-0.00559,-0.01172,-0.01545,619866,2016-04-04 00:09:19:011
2.58215,8.28454,4.61363,-0.02104,-0.00586,-0.01119,619970,2016-04-04 00:09:19:115
2.62285,8.2995,4.69443,0.01385,-0.0016,-0.03435,620065,2016-04-04 00:09:19:210
2.61567,8.29172,4.66989,0.01385,-0.0016,-0.03435,620166,2016-04-04 00:09:19:311
2.61327,8.28514,4.71718,-0.01332,0.00107,-0.01944,620265,2016-04-04 00:09:19:410
2.58993,8.30549,4.73813,-0.01225,-8.0E-4,-0.02956,620365,2016-04-04 00:09:19:510
2.58993,8.30549,4.73813,-0.03196,-0.00666,-0.02184,620466,2016-04-04 00:09:19:611
2.64918,8.26478,4.81893,0.00373,0.00373,-0.02903,620565,2016-04-04 00:09:19:710
2.64021,8.27975,4.59447,-0.01198,-0.00266,-0.0277,620665,2016-04-04 00:09:19:810
2.60788,8.26,4.73693,-0.01198,-0.00266,-0.0277,620766,2016-04-04 00:09:19:911
2.62584,8.29771,4.72496,0.00639,-0.00506,-0.01997,620866,2016-04-04 00:09:20:011
2.60729,8.31446,4.70341,0.00613,-0.00746,-0.0237,620965,2016-04-04 00:09:20:110
2.60968,8.32224,4.61542,0.01944,-0.00586,-0.03116,621066,2016-04-04 00:09:20:211
2.60968,8.32224,4.61542,-0.01039,-0.02823,-0.02929,621166,2016-04-04 00:09:20:311
2.61806,8.32045,4.66869,0.0024,-0.00293,-0.02503,621265,2016-04-04 00:09:20:410
2.61507,8.33362,4.66989,0.0024,-0.00293,-0.02503,621365,2016-04-04 00:09:20:510
2.63242,8.31267,4.63817,-0.0024,-0.00107,-0.02663,621465,2016-04-04 00:09:20:610
2.61327,8.32823,4.46997,-0.00266,2.7E-4,-0.0253,621565,2016-04-04 00:09:20:710
2.61327,8.32823,4.46997,-0.01039,-0.00905,-0.02637,621666,2016-04-04 00:09:20:811
2.57257,8.32823,4.64954,-0.02823,-0.00533,-0.01731,621766,2016-04-04 00:09:20:911
2.62704,8.29292,4.66929,-0.02131,-0.00213,-0.01971,621865,2016-04-04 00:09:21:010
2.62883,8.33062,4.67408,-0.00879,-0.00213,-0.0269,621965,2016-04-04 00:09:21:110
2.62524,8.2983,4.66869,-0.00879,-0.00213,-0.0269,622066,2016-04-04 00:09:21:211
2.61207,8.28214,4.69683,-0.01278,-0.00506,-0.02397,622165,2016-04-04 00:09:21:310
2.61926,8.29651,4.70161,-0.02131,-0.00107,-0.02423,622266,2016-04-04 00:09:21:411
2.61926,8.29651,4.70161,-0.02157,-0.00559,-0.01944,622365,2016-04-04 00:09:21:510
2.6001,8.3007,4.6657,0.00533,-0.00905,-0.02184,622465,2016-04-04 00:09:21:610
2.63003,8.3001,4.75548,-0.02104,-0.00186,-0.02876,622565,2016-04-04 00:09:21:710
2.65397,8.27316,4.75967,-0.02104,-0.00186,-0.02876,622665,2016-04-04 00:09:21:810
2.59172,8.27915,4.78242,-0.01465,-0.00426,-0.02344,622765,2016-04-04 00:09:21:910
2.642,8.27436,4.76087,-0.00373,-0.00586,-0.0229,622866,2016-04-04 00:09:22:011
2.642,8.27436,4.76087,0.00479,-0.00506,-0.02637,622965,2016-04-04 00:09:22:110
2.61207,8.28933,4.73094,-0.01358,-0.00453,-0.0253,623066,2016-04-04 00:09:22:211
2.63542,8.27137,4.74351,-0.00453,0.0032,-0.0277,623165,2016-04-04 00:09:22:310
2.63602,8.26059,4.7471,-0.00453,0.0032,-0.0277,623265,2016-04-04 00:09:22:410
2.6438,8.27855,4.74172,5.3E-4,-0.00213,-0.0229,623365,2016-04-04 00:09:22:510
2.6438,8.27855,4.74172,0.00506,-8.0E-4,-0.02796,623466,2016-04-04 00:09:22:611
2.62524,8.28394,4.57771,0.00186,-8.0E-4,-0.02184,623565,2016-04-04 00:09:22:710
2.6001,8.28753,4.70161,0.00426,-0.00746,-0.02157,623666,2016-04-04 00:09:22:811
2.63661,8.31626,4.70102,0.00373,-0.00266,-0.0253,623765,2016-04-04 00:09:22:910
2.62644,8.31925,4.67468,0.00373,-0.00266,-0.0253,623865,2016-04-04 00:09:23:010
2.61327,8.31985,4.63637,0.01731,-0.00107,-0.03196,623966,2016-04-04 00:09:23:111
2.60908,8.33601,4.6675,8.0E-4,-0.00266,-0.02344,624065,2016-04-04 00:09:23:210
2.60908,8.33601,4.6675,0.0,-0.00107,-0.02423,624166,2016-04-04 00:09:23:311
2.60609,8.33062,4.64535,-0.01065,-0.00399,-0.02184,624265,2016-04-04 00:09:23:410
2.60729,8.33781,4.62919,-0.00959,-0.0032,-0.01997,624365,2016-04-04 00:09:23:510
2.60429,8.30968,4.59268,-0.00959,-0.0032,-0.01997,624465,2016-04-04 00:09:23:610
2.60669,8.30908,4.65553,-0.03329,-0.0016,-0.02024,624566,2016-04-04 00:09:23:711
2.63841,8.31267,4.68066,-0.02637,-0.00559,-0.02051,624665,2016-04-04 00:09:23:810
2.63841,8.31267,4.68066,-0.02477,-0.00479,-0.02264,624765,2016-04-04 00:09:23:910
2.6408,8.30968,4.75728,-0.00559,-0.00799,-0.02743,624865,2016-04-04 00:09:24:010
2.60729,8.29411,4.71059,-0.00373,-0.00666,-0.01917,624965,2016-04-04 00:09:24:110
2.63901,8.32165,4.71418,-0.00373,-0.00666,-0.01917,625065,2016-04-04 00:09:24:210
2.63063,8.31686,4.69623,-0.00719,-0.00213,-0.02583,625165,2016-04-04 00:09:24:310
2.60908,8.27436,4.69862,-0.01385,-0.00266,-0.02317,625265,2016-04-04 00:09:24:410
2.60908,8.27436,4.69862,-0.00826,-0.0016,-0.02663,625365,2016-04-04 00:09:24:510
2.65218,8.27556,4.90752,-0.02637,-0.00293,-0.02157,625466,2016-04-04 00:09:24:611
